Price,Age,KM,HP,MetColor,Automatic,CC,Doors,Weight,FuelType_CNG,FuelType_Diesel,FuelType_Petrol
16950,-1.4335255810366017,-0.11550976754181941,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.618370692177909,0,0,1
15950,-1.4335255810366017,-0.02659264348991079,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.618370692177909,0,0,1
16950,-1.4893156708617563,-0.6664673123336216,0.5785727231579444,0,1,0.17727924905224904,-1.0851386450733238,1.8535770011978994,0,0,1
15950,-1.5451057606869112,-0.33127049570170675,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
16950,-1.5451057606869112,-0.9812193858103111,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
16250,-1.4893156708617563,-1.1538010319177265,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
15950,-1.7124760301623754,-1.0827696910740783,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
17495,-1.6008958505120658,-0.9185922081609056,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
15750,-1.4893156708617563,-0.7335389993645978,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
16950,-1.5451057606869112,-0.6600833806764563,0.5785727231579444,0,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
17950,-1.4335255810366017,-1.550385950856306,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
12950,-1.4893156708617563,-1.586480754318759,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15750,-1.8798462996378398,-0.9009757891575889,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15950,-1.6008958505120658,-1.0542170853500483,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
14950,0.01701675441742192,-0.9685053953369694,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15500,-1.8798462996378398,-0.7447176138697604,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15750,-1.6566859403372207,-0.6908447728810245,-0.303845217684581,0,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15950,-1.7124760301623754,-1.1757003417796477,-0.303845217684581,0,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
14950,-1.824056209812685,-1.579746649195167,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15750,-1.3219454013862921,-1.1668382594370006,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
14750,-1.6008958505120658,-1.1083592905437278,-0.303845217684581,0,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
13950,-1.8798462996378398,-0.5276370011056492,-0.303845217684581,0,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
16750,-1.6008958505120658,-0.6620766757930395,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
13950,-1.8798462996378398,-0.584149611302833,-0.303845217684581,0,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
16950,-1.6008958505120658,1.124777714121353,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,1,0
16950,-1.8798462996378398,0.8512653004215408,-0.77899333967671,0,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,0,1
19000,-1.824056209812685,0.41354846738806156,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.7538943996901923,0,1,0
17950,-1.6008958505120658,0.2889675226016098,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,1,0
15800,-1.8798462996378398,0.17241363112247965,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
17950,-1.8798462996378398,0.09610275186193523,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,1,0
21950,-1.377735491211447,-0.09872837757382817,6.144593580780027,1,0,1.2461277916743934,1.0149409968745098,2.3286563508209728,0,0,1
17950,-1.8798462996378398,-0.1619212200536154,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,1,0
15750,-1.4335255810366017,-0.31141835379735755,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
20500,-1.6566859403372207,-0.34067130645424115,0.5785727231579444,1,1,0.17727924905224904,1.0149409968745098,2.043608741047129,0,0,1
21950,-1.6008958505120658,-0.5058993097666942,6.144593580780027,1,0,1.2461277916743934,1.0149409968745098,2.3286563508209728,0,0,1
15500,-1.7124760301623754,-0.5248356133742348,0.5785727231579444,0,1,0.17727924905224904,1.0149409968745098,1.7585611312732847,0,0,1
13250,0.01701675441742192,-0.6174430270338719,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
15250,-1.5451057606869112,-0.6851881245772072,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
15250,-1.6566859403372207,-0.6908447728810245,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
18950,-1.824056209812685,-0.7796272148304613,0.5785727231579444,1,1,0.17727924905224904,1.0149409968745098,2.043608741047129,0,0,1
15999,-1.4335255810366017,-0.7999372758832147,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
14950,-1.8798462996378398,-0.8416887276494851,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
16500,-1.6008958505120658,-0.8476955494197291,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18750,-1.377735491211447,-0.864746303592664,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
17950,-1.4335255810366017,-0.9464444669520821,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
17950,-1.6008958505120658,-6.3964619696220145e-06,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
16950,-1.6566859403372207,-0.9822699062095914,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
18950,-1.5451057606869112,-1.0142703737569005,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
14950,-1.8798462996378398,-1.0302436711100607,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
22250,-1.8798462996378398,-1.041018239307808,0.5785727231579444,1,0,2.3149763342965377,1.0149409968745098,3.848910269614807,0,1,0
15950,-1.7124760301623754,-1.0485873734667253,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
15950,-1.5451057606869112,-1.062405757180336,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
12995,-1.3219454013862921,-1.062621248544291,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,-0.2367721371436229,0,0,1
18950,-1.5451057606869112,-1.0728840247526452,0.5785727231579444,1,0,0.1665907636260276,1.0149409968745098,1.0934500418009823,0,0,1
15750,-1.824056209812685,-1.0887765128443223,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
19950,-1.5451057606869112,-1.094891080296544,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
16950,-1.824056209812685,-1.094891080296544,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
18750,-1.377735491211447,-1.1685352539281457,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18450,-1.6008958505120658,-1.2164012731466376,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
16895,-1.4893156708617563,-1.24102116147849,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
14900,-1.4335255810366017,-1.2565096032627516,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
18950,-1.7124760301623754,-1.3098706522620944,0.5785727231579444,1,1,0.17727924905224904,1.0149409968745098,2.043608741047129,0,0,1
17250,-1.4893156708617563,-1.3103824442514875,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
15450,-1.7124760301623754,-1.3911108964731083,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
17950,0.01701675441742192,-1.4117172581512998,0.5785727231579444,1,1,0.17727924905224904,1.0149409968745098,2.043608741047129,0,0,1
16650,-1.7124760301623754,-1.4339128686386589,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
17450,-1.5451057606869112,-1.6191546323784274,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
14900,-1.4335255810366017,-1.6605559106782708,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.5233548222532943,0,0,1
17950,-1.991426479288149,-0.04528651931300215,-0.77899333967671,1,0,2.3149763342965377,-1.0851386450733238,3.278815050067119,0,1,0
15950,-2.0472165691133037,-0.4515416132090596,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
21950,-2.0472165691133037,-0.5021551473179771,0.5785727231579444,1,0,2.3149763342965377,-1.0851386450733238,3.6588785297655777,0,1,0
16450,-1.991426479288149,-0.5531996641548043,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
22250,-1.991426479288149,-6.3964619696220145e-06,-0.77899333967671,1,0,2.3149763342965377,-1.0851386450733238,3.563862659840963,0,1,0
19950,0.01701675441742192,-0.9205585668569944,-0.77899333967671,1,0,2.288255120730984,-1.0851386450733238,3.563862659840963,0,1,0
15950,-1.991426479288149,-0.951346895482057,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
18900,-1.991426479288149,-0.9911858613932272,0.5785727231579444,0,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
19950,-2.1587967487636135,-1.0315635557142848,-0.77899333967671,1,0,2.288255120730984,-1.0851386450733238,3.563862659840963,0,1,0
15950,-2.0472165691133037,-1.0562373168871257,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
15950,-2.0472165691133037,-1.1501646151509868,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
18750,-2.493537287714542,-1.1891685520268316,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
17450,-2.1030066589384586,-1.2052765314824636,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
18990,-1.991426479288149,-1.2248593091818691,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.9034183019517529,0,0,1
16250,-2.0472165691133037,-1.3319315806469818,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
18500,-2.3819571080642326,-1.3642552852402234,-2.068681099369632,0,0,-0.8915692935698952,-1.0851386450733238,0.9984341718763676,0,0,1
18500,-2.493537287714542,-1.414814946508152,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.618370692177909,0,0,1
19450,-2.493537287714542,-1.4548963402037716,0.5785727231579444,1,1,0.17727924905224904,-1.0851386450733238,1.5685293914240555,0,0,1
16950,0.01701675441742192,-1.478788945182276,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
18800,-2.3261670182390777,-1.539342018453615,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,-0.5218197469174669,0,0,1
17450,-2.1587967487636135,-1.579746649195167,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,0.5233548222532943,0,0,1
17950,-1.991426479288149,-1.655518800045824,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.618370692177909,0,0,1
32500,0.01701675441742192,-1.8490839177183522,0.9858425420083406,0,0,2.3149763342965377,1.0149409968745098,7.744560936524008,0,0,1
31000,-2.884067916490625,-1.7413651721613748,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,7.744560936524008,0,1,0
31275,-2.884067916490625,-1.8087062233972946,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,7.744560936524008,0,1,0
24950,-2.660907557190006,-6.3964619696220145e-06,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,4.704053098936339,0,1,0
24950,-2.660907557190006,-1.492122473326988,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,4.704053098936339,0,1,0
22950,-2.716697647015161,-1.579746649195167,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,3.7538943996901923,0,1,0
24990,-2.660907557190006,-1.6874923311726389,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.9439261395394216,0,1,0
21950,-2.660907557190006,-1.5570931195594035,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.7538943996901923,0,0,1
17900,0.01701675441742192,-1.8490839177183522,0.5785727231579444,1,0,0.17727924905224904,-1.0851386450733238,0.618370692177909,0,0,1
19250,-1.991426479288149,-0.15211636299366546,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,1,0
22250,0.01701675441742192,-0.305303786345136,0.5785727231579444,1,0,2.3149763342965377,1.0149409968745098,3.848910269614807,0,0,1
18950,-2.3819571080642326,-0.31273823840158155,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
19950,-2.0472165691133037,-0.47268670329713847,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,3.4688467899163484,0,0,1
16350,-2.3261670182390777,-0.7713846701591848,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
18950,-1.991426479288149,-0.795492766501644,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
16950,-2.1587967487636135,-0.8790764792956678,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
21750,-2.2145868385887684,-6.3964619696220145e-06,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
15950,-1.991426479288149,-0.8793997163416002,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
16500,-1.991426479288149,-0.9063361368359681,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
17950,-2.1587967487636135,-0.9402760266588718,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,1.188465911725597,0,0,1
15850,-2.3819571080642326,-0.9473603052488906,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
16250,-1.991426479288149,-0.9702562626691034,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
15950,-1.991426479288149,-6.3964619696220145e-06,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
16250,-2.0472165691133037,-1.0560756983641597,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
15950,-2.3819571080642326,-1.0579612477987654,0.5785727231579444,1,0,0.17727924905224904,-0.035098824099407094,0.618370692177909,0,0,1
16500,-1.991426479288149,-1.0679546598021759,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
16500,-2.0472165691133037,-1.0997126995650357,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
18450,-2.0472165691133037,-1.1118340887875013,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,1.188465911725597,0,0,1
16250,-2.3819571080642326,-1.1711211502956052,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.618370692177909,0,0,1
23000,-2.493537287714542,-1.1757003417796477,0.9858425420083406,1,0,2.3149763342965377,1.0149409968745098,4.704053098936339,0,1,0
19900,-1.991426479288149,-1.2295731827683836,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
16450,-1.991426479288149,-1.2406709880120632,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
23950,-2.0472165691133037,-1.2650215121389718,6.144593580780027,1,0,1.2461277916743934,1.0149409968745098,2.1386246109717435,0,0,1
19950,-2.3819571080642326,-1.27191723578553,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18500,-2.2145868385887684,-1.29343943576053,0.5785727231579444,1,0,0.17727924905224904,-0.035098824099407094,0.333323082404065,0,0,1
18950,-2.270376928413923,-1.303109610718008,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
16450,-2.2145868385887684,-1.3075541200995788,-0.303845217684581,0,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
20500,-1.991426479288149,-1.3103824442514875,0.5785727231579444,0,1,0.17727924905224904,1.0149409968745098,1.7585611312732847,0,0,1
24500,-2.3819571080642326,-1.3107056812974198,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
19450,-2.0472165691133037,-1.3554201393180707,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
20950,-2.3261670182390777,-1.3670566729716376,0.5785727231579444,1,1,0.17727924905224904,-0.035098824099407094,1.4735135214994408,0,0,1
17200,-1.991426479288149,-1.383110779586281,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
19950,-2.0472165691133037,-1.3901681217558053,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18450,-2.5493273775396967,-1.4788158816027703,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
19500,-2.4377471978893874,-1.481859697118634,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
21750,-2.3819571080642326,-1.4941427048640656,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
16868,-2.270376928413923,-1.4947083696944474,-0.303845217684581,1,0,-0.8915692935698952,-0.035098824099407094,0.23830721247945036,0,0,1
19500,-2.2145868385887684,-1.498937387712063,0.5785727231579444,1,0,0.17727924905224904,-0.035098824099407094,0.618370692177909,0,0,1
18900,-2.493537287714542,-1.5124055979592472,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
19750,-2.1587967487636135,-1.5259007446269255,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
19750,-2.2145868385887684,-1.5325001676480456,0.5785727231579444,0,1,0.17727924905224904,1.0149409968745098,2.043608741047129,0,0,1
18950,-2.2145868385887684,-1.552810228700799,0.5785727231579444,1,0,0.17727924905224904,-0.035098824099407094,0.618370692177909,0,0,1
20750,-2.1587967487636135,-1.579746649195167,0.5785727231579444,0,0,0.1665907636260276,1.0149409968745098,0.618370692177909,0,0,1
19600,-2.6051174673648516,-1.6430472373569318,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
19500,-2.3261670182390777,-1.674024120925455,0.5785727231579444,1,0,0.17727924905224904,-0.035098824099407094,0.5233548222532943,0,0,1
17650,-2.493537287714542,-1.6833171859960119,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
19950,-2.3261670182390777,-1.6874923311726389,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
19950,-2.3261670182390777,-1.7020649346600918,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
20950,-2.3261670182390777,-1.7069404267695725,0.5785727231579444,1,1,0.17727924905224904,-0.035098824099407094,1.4735135214994408,0,0,1
20500,-2.4377471978893874,-1.7144287516670067,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
17795,-2.6051174673648516,-1.8490839177183522,-0.2359669145428483,1,0,-0.8915692935698952,-0.035098824099407094,-0.14175626721900828,0,0,1
18245,-2.6051174673648516,-1.8490839177183522,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
23750,-2.660907557190006,-1.552810228700799,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
19500,-2.660907557190006,-1.5776725448171007,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
18950,-2.660907557190006,-1.579746649195167,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
21950,-2.660907557190006,-1.585457170339973,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
19950,-2.660907557190006,-1.6181579848201357,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18950,-2.660907557190006,-1.6605559106782708,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
19950,-2.716697647015161,-1.6807582260490468,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.8084024320271382,0,0,1
21950,-2.660907557190006,-1.7144287516670067,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
22500,-2.772487736840316,-1.7683015926557426,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
18500,-2.716697647015161,-1.7952380131501107,0.5785727231579444,0,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
18700,-2.716697647015161,-1.836989464916381,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
21125,-2.995648096140935,-1.8430501595276139,-0.303845217684581,1,0,-0.8915692935698952,1.0149409968745098,0.7133865621025236,0,0,1
21500,0.01701675441742192,-1.848706807831431,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,1.0934500418009823,0,0,1
17795,-3.0514381859660893,-1.8490839177183522,-0.2359669145428483,1,0,-0.8915692935698952,-0.035098824099407094,0.5233548222532943,0,0,1
18245,-3.0514381859660893,-1.8490839177183522,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
6950,-0.7082544133095898,4.696439325992567,-2.2044377056530973,0,0,1.7805520629854654,-1.0851386450733238,0.7133865621025236,0,1,0
9500,-0.9872048624353637,3.016630271122792,-0.77899333967671,0,0,2.3149763342965377,-0.035098824099407094,1.66354526134867,0,1,0
11950,-0.8756246827850541,2.9956737359781735,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,2.518688090670202,0,1,0
7750,-0.7082544133095898,2.968683442642817,0.5785727231579444,0,0,0.17727924905224904,-1.0851386450733238,0.21930403849452743,1,0,0
11950,-0.8756246827850541,2.487652845454394,-2.2044377056530973,1,0,1.7805520629854654,-1.0851386450733238,0.618370692177909,0,1,0
4350,-0.6524643234844352,2.415463238529488,-2.2044377056530973,0,0,1.2461277916743934,1.0149409968745098,0.7133865621025236,0,1,0
4750,-0.6524643234844352,1.6869138734183178,-2.2044377056530973,1,0,1.2461277916743934,1.0149409968745098,0.7133865621025236,0,1,0
11750,-0.8756246827850541,1.6542938681996382,-2.2044377056530973,1,0,1.7805520629854654,1.0149409968745098,1.2834817816502115,0,1,0
13250,-0.8198345929598994,1.4755168453785181,-2.2044377056530973,1,0,1.7805520629854654,1.0149409968745098,1.2834817816502115,0,1,0
11950,-1.0429949522605184,1.3352319674438498,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
11900,-0.6524643234844352,1.1138954002416284,-2.2044377056530973,1,0,1.7805520629854654,1.0149409968745098,0.42833895232867963,0,1,0
14750,-0.9314147726102089,1.0828377074116222,-0.77899333967671,1,0,2.3149763342965377,1.0149409968745098,2.518688090670202,0,1,0
9950,-0.7640445031347446,0.9980418556953518,-0.303845217684581,1,0,-0.8915692935698952,-1.0851386450733238,-0.9018832266159255,0,0,1
11950,0.01701675441742192,0.8128270283760778,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.88441512796683,1,0,0
11495,-0.6524643234844352,0.759115805910308,0.5785727231579444,1,0,0.17727924905224904,1.0149409968745098,0.04827547263022104,0,0,1
